P3HT,,TIPS-pentacene,,PCDTPT,,DPPDTT,
X,Y,X,Y,X,Y,X,Y
617.964348083957,0.0316501606193835,618.676068404231,0.0357238148883812,621.615209726845,0.0502572491988755,605.771594101124,0.0486393445491016
641.741078783485,0.0246978377279929,642.45279910376,0.0352818152171857,645.391940426373,0.0565557445134095,629.525105337079,0.0580194627358992
665.517809483014,0.0231528770854612,666.229529803289,0.0332928166968065,669.168671125902,0.0651747381017191,653.278616573034,0.0696066675548843
689.294540182543,0.0231528770854612,690.006260502817,0.0325193172722149,692.945401825431,0.0762247298816035,677.032127808989,0.0819663526951353
713.071270882072,0.021938979437758,713.782991202346,0.0317458178476224,716.72213252496,0.089816219770861,700.785639044944,0.0948778094934333
736.848001581601,0.0207250817900548,737.559721901875,0.0308618185052323,740.678989972212,0.106211645074264,724.539150280899,0.1062443056492
760.624732281129,0.0207250817900548,761.336452601404,0.0298673192450423,763.966805213634,0.120667746706956,748.292661516854,0.115403715172778
784.401462980658,0.0207250817900548,785.113183300933,0.0296463194094447,788.187419684339,0.138748192398025,772.046172752809,0.122907809722216
808.178193680187,0.0207250817900548,808.889914000461,0.0296463194094447,812.494138699286,0.151023824238375,795.799683988764,0.125666668012451
831.954924379716,0.0207250817900548,832.66664469999,0.0296463194094447,835.605786022604,0.157000169792557,819.553195224719,0.119486825442326
855.731655079245,0.0207250817900548,856.443375399519,0.0296463194094447,859.382516722133,0.163630164860487,843.306706460674,0.110638292145598
879.508385778774,0.0207250817900548,880.220106099048,0.0296463194094447,882.294639032587,0.16836144792624,862.021594101124,0.103610605320425
902.620033102092,0.0213160882432977,903.996836798577,0.0287623200670546,904.774457148506,0.164297784572903,898.279494382023,0.0848692099302746
927.061847177831,0.0207250817900548,927.773567498105,0.0284308203136576,931.793469307062,0.152296848596247,923.204880617978,0.0696201254002025
950.83857787736,0.0207250817900548,951.550298197634,0.0284308203136576,954.489439520248,0.138891658873278,946.958391853933,0.0526255583323578
974.615308576889,0.019952601468789,975.327028897163,0.0272153212178705,978.266170219777,0.123890621252098,970.711903089888,0.0395001217935003
998.392039276418,0.01900786072745,999.103759596692,0.0272153212178705,1002.04290091931,0.113428165620511,998.35235252809,0.0210507616467557
1022.16876997595,0.0182972864946485,1022.88049029622,0.0272153212178705,1024.91899788022,0.100111420750447,1021.81794241573,0.0141720083097707
1045.94550067548,0.0181869321630388,1046.65722099575,0.0263313218754799,1049.59636231836,0.0844329871900948,1041.97243679775,0.0128845411076612
1069.722231375,0.0170833888469448,1070.43395169528,0.025999822122083,1072.29233253155,0.0718765131975532,1065.72594803371,0.0125534781128331
1093.49896207453,0.0170833888469448,1094.21068239481,0.025999822122083,1097.87033070832,0.0571169283777857,1089.47945926966,0.0125534781128331
1117.27569277406,0.0170833888469448,1117.98741309434,0.025999822122083,1120.92655441695,0.0481995251198653,1113.23297050562,0.0125534781128331
1141.05242347359,0.0170833888469448,1141.76414379386,0.0244528232728989,1144.70328511648,0.043841516166677,1136.98648174157,0.0125534781128331
1164.82915417312,0.0170833888469448,1165.54087449339,0.0235688239305087,1168.48001581601,0.0394080438549915,1160.73999297753,0.0114499347967392
1188.60588487265,0.0178491402455516,1189.31760519292,0.0235688239305087,1192.25674651554,0.0385173067127347,1184.49350421348,0.01133958046513
1212.38261557218,0.0158694911992416,1213.09433589245,0.0235688239305087,1218.05089678957,0.0365381004614944,1208.24701544944,0.01133958046513
1236.15934627171,0.0158694911992416,1236.87106659198,0.0235688239305087,1237.7837820027,0.034719916397379,1232.00052668539,0.01133958046513
1259.93607697123,0.0158694911992416,1260.64779729151,0.0235688239305087,1263.58693861412,0.0333372861759211,1255.75403792135,0.01133958046513
1283.71280767076,0.0171870142558954,1284.42452799104,0.0229058244237157,1287.36366931365,0.0313771254389674,1279.5075491573,0.01133958046513
1307.48953837029,0.0158694911992416,1308.20125869057,0.0223533248347212,1311.14040001318,0.0324004624825827,1303.26106039326,0.01133958046513
1331.26626906982,0.0158694911992416,1331.9779893901,0.0223533248347212,1334.91713071271,0.0310812012688624,1327.01457162921,0.01133958046513
1355.04299976935,0.0158694911992416,1355.75472008962,0.0223533248347212,1358.69386141224,0.0297705644389707,1350.76808286517,0.01133958046513
1378.81973046888,0.0158694911992416,1379.53145078915,0.0223533248347212,1382.47059211177,0.0301327885597547,1374.52159410112,0.01133958046513
1392.86961679133,0.0158694911992416,1393.5813371116,0.0223533248347212,1395.43971794787,0.0296907888885594,1392.87658005618,0.0132591178023518
